iso3,year,value
ARM,1990,6137.60045786761
ARM,1991,5326.75285558236
ARM,1992,3136.72428260526
ARM,1993,2958.88037185647
ARM,1994,3200.89649468569
ARM,1995,3480.7559365251
ARM,1996,3717.33576522762
ARM,1997,3879.17938009678
ARM,1998,4211.51276778797
ARM,1999,4406.96706718618
ARM,2000,4589.00825039977
ARM,2001,5044.11647826468
ARM,2002,5731.35346609213
ARM,2003,6569.26023440631
ARM,2004,7299.40001858866
ARM,2005,8362.90084037119
ARM,2006,9525.23146779778
ARM,2007,10898.8483795634
ARM,2008,11727.4821272949
ARM,2009,10143.2350796867
ARM,2010,10438.5641904169
ARM,2011,10990.177099035
ARM,2012,11796.2741177994
ARM,2013,12194.0189523843
ARM,2014,12667.3757330249
ARM,2015,13112.7600902915
ARM,2016,13192.9940731731
ARM,2017,14243.8749003795
ARM,2018,15037.0452420712
ARM,2019,16215.3607965094
ARM,2020,15052.9359791136
ARM,2021,15921.705281964
ARM,2022,17886.1783877168
ARM,2023,19402.7510915578
ARM,2024,20078.7848984844
ARM,2025,21153.478328571
ATG,1990,21074.57643609
ATG,1991,21424.2911871461
ATG,1992,21330.2731918527
ATG,1993,22051.4373204261
ATG,1994,23081.6639123529
ATG,1995,21639.6020640854
ATG,1996,22597.314506816
ATG,1997,23350.3093865169
ATG,1998,23996.1144041367
ATG,1999,24462.2034022412
ATG,2000,25547.6120273679
ATG,2001,24014.7754593511
ATG,2002,23958.1638142071
ATG,2003,25136.001691807
ATG,2004,26303.6179046605
ATG,2005,27692.634871178
ATG,2006,30827.3416754916
ATG,2007,33245.2678606765
ATG,2008,32756.3067839753
ATG,2009,28405.6900929523
ATG,2010,25826.6086383235
ATG,2011,25023.9174488179
ATG,2012,25592.9066121735
ATG,2013,25206.8458285339
ATG,2014,25557.5249124716
ATG,2015,25734.1516444171
ATG,2016,26627.71453894
ATG,2017,27199.1952402262
ATG,2018,28878.6067675471
ATG,2019,29651.8641526705
ATG,2020,23930.6714995115
ATG,2021,25745.4958067746
ATG,2022,27785.5572316838
ATG,2023,28712.3970492192
ATG,2024,29298.6474164727
ATG,2025,30620.3075553859
AUS,1990,36267.7410592234
AUS,1991,35670.6678637309
AUS,1992,35426.2848289008
AUS,1993,36533.1468283451
AUS,1994,37622.6524772939
AUS,1995,38653.3366778657
AUS,1996,39663.1617728168
AUS,1997,40773.5660516518
AUS,1998,42257.1718122395
AUS,1999,43899.073794405
AUS,2000,45099.0752097084
AUS,2001,45428.2000837579
AUS,2002,46688.3947760633
AUS,2003,47581.2285345879
AUS,2004,49061.2761503925
AUS,2005,49997.0664953941
AUS,2006,50693.7248649798
AUS,2007,51663.2403953881
AUS,2008,52473.3819160773
AUS,2009,52407.9115378584
AUS,2010,52739.2681556133
AUS,2011,53257.0473237603
AUS,2012,54403.8836902433
AUS,2013,54895.0052588984
AUS,2014,55489.068844146
AUS,2015,55879.9958817103
AUS,2016,56529.951824687
AUS,2017,56881.8569859104
AUS,2018,57647.8455068105
AUS,2019,58048.6188420831
AUS,2020,57260.4650530108
AUS,2021,58327.4146842325
AUS,2022,60029.1329190733
AUS,2023,60684.9596204883
AUS,2024,60309.5831772339
AUS,2025,60194.0633547961
AUT,1990,43258.1144095785
AUT,1991,44302.3593080223
AUT,1992,44734.7911157679
AUT,1993,44601.1442274518
AUT,1994,45497.074754296
AUT,1995,46639.4667421613
AUT,1996,47608.5642962955
AUT,1997,48575.090714407
AUT,1998,50216.6282284105
AUT,1999,52004.459782806
AUT,2000,53534.2669894259
AUT,2001,54032.075746659
AUT,2002,54565.0004227482
AUT,2003,54919.7101911513
AUT,2004,55980.1531665622
AUT,2005,56890.1996184204
AUT,2006,58460.1550504163
AUT,2007,60470.825141587
AUT,2008,61157.9014974191
AUT,2009,58810.3596828696
AUT,2010,59730.4673903053
AUT,2011,61272.1724662899
AUT,2012,61376.6345930428
AUT,2013,60862.9693673785
AUT,2014,60845.5743980711
AUT,2015,60951.6037273662
AUT,2016,61572.6257402404
AUT,2017,62535.8105711345
AUT,2018,63777.9362157476
AUT,2019,64609.2836396895
AUT,2020,60276.3307697326
AUT,2021,62968.8538770186
AUT,2022,65694.4591501468
AUT,2023,64536.2076307547
AUT,2024,63787.9891749462
AUT,2025,63970.4008534859
AZE,1990,10776.0677018086
AZE,1991,10559.2119361527
AZE,1992,8050.21624195194
AZE,1993,6097.48622316834
AZE,1994,4830.69940287626
AZE,1995,4211.72114349636
AZE,1996,4223.5229711304
AZE,1997,4425.5882352872
AZE,1998,4822.1601856452
AZE,1999,5133.74812032569
AZE,2000,5656.92989378687
AZE,2001,6168.98512059749
AZE,2002,6701.08174444207
AZE,2003,7329.40601818943
AZE,2004,7937.8594791002
AZE,2005,10054.1003389401
AZE,2006,13371.6585214534
AZE,2007,16587.3657240228
AZE,2008,17963.0208126838
AZE,2009,19242.3900077231
AZE,2010,19925.3900662137
AZE,2011,19358.0778100345
AZE,2012,19523.3737161356
AZE,2013,20398.6462250349
AZE,2014,20709.201611232
AZE,2015,20678.7539572375
AZE,2016,19822.4105943941
AZE,2017,19659.0048562768
AZE,2018,19781.8509058437
AZE,2019,20101.491875147
AZE,2020,19126.096851126
AZE,2021,20111.3756952109
AZE,2022,21051.2442291612
AZE,2023,21310.7386915022
AZE,2024,22090.5298026929
AZE,2025,22314.2168957333
BDI,1990,1455.82622509445
BDI,1991,1497.26901418268
BDI,1992,1472.49317307891
BDI,1993,1424.76600804187
BDI,1994,1361.32213320803
BDI,1995,1180.67488724146
BDI,1996,1085.47116215302
BDI,1997,1068.29382590126
BDI,1998,1097.86451761348
BDI,1999,1061.04411459842
BDI,2000,1030.32234706616
BDI,2001,1025.48374929263
BDI,2002,1041.29719140875
BDI,2003,996.569433908385
BDI,2004,1006.51241783279
BDI,2005,978.5419608465
BDI,2006,995.027813698961
BDI,2007,991.931411319069
BDI,2008,998.565055501985
BDI,2009,985.184772509514
BDI,2010,988.018678716302
BDI,2011,991.659881666872
BDI,2012,999.220068163159
BDI,2013,1011.43131303134
BDI,2014,1019.17607398667
BDI,2015,992.28580552029
BDI,2016,1006.55907385999
BDI,2017,1020.8498275719
BDI,2018,1043.40558434036
BDI,2019,1054.72592734898
BDI,2020,1027.62896276744
BDI,2021,1032.38274081999
BDI,2022,1028.11134640179
BDI,2023,1033.00937341776
BDI,2024,1048.05557098193
BDI,2025,1066.51299240586
BEL,1990,41640.0583572134
BEL,1991,42246.0760496851
BEL,1992,42719.0486134247
BEL,1993,42143.1960612051
BEL,1994,43369.275944431
BEL,1995,44310.6278688276
BEL,1996,44808.5243580352
BEL,1997,46396.0021283995
BEL,1998,47205.3098527355
BEL,1999,48765.7668571998
BEL,2000,50455.7338920674
BEL,2001,50835.3969916063
BEL,2002,51471.8532550934
BEL,2003,51788.8439641975
BEL,2004,53406.6918625203
BEL,2005,54346.8934219288
BEL,2006,55367.6227467909
BEL,2007,56983.4612170064
BEL,2008,56787.7366257416
BEL,2009,55258.7071019668
BEL,2010,56240.2030936241
BEL,2011,56585.302500068
BEL,2012,56356.8251292137
BEL,2013,56263.175267967
BEL,2014,57002.9092185206
BEL,2015,57509.0245728704
BEL,2016,57901.497690315
BEL,2017,58529.3302957537
BEL,2018,59357.6896884396
BEL,2019,60479.9769955469
BEL,2020,57333.5424137924
BEL,2021,60669.2137746534
BEL,2022,62602.9270469765
BEL,2023,63042.0099876309
BEL,2024,63311.2766917178
BEL,2025,63488.4217622523
BEN,1990,2207.06796428357
BEN,1991,2230.46054664537
BEN,1992,2226.56666006625
BEN,1993,2254.24565428893
BEN,1994,2215.36616821938
BEN,1995,2300.14122107459
BEN,1996,2337.63030771279
BEN,1997,2399.78593127356
BEN,1998,2419.10014338548
BEN,1999,2470.68504400549
BEN,2000,2536.16885867097
BEN,2001,2591.06485220288
BEN,2002,2630.18061029627
BEN,2003,2639.04370114641
BEN,2004,2672.84404357157
BEN,2005,2632.47251454328
BEN,2006,2652.21841967159
BEN,2007,2729.13741390352
BEN,2008,2777.61974031765
BEN,2009,2758.07243150648
BEN,2010,2733.57399641151
BEN,2011,2732.01249647957
BEN,2012,2779.7264808532
BEN,2013,2893.0467015352
BEN,2014,2987.38236326153
BEN,2015,2952.00218338705
BEN,2016,2962.66381572265
BEN,2017,3041.77929984989
BEN,2018,3155.4510650627
BEN,2019,3281.10470051465
BEN,2020,3317.8597222557
BEN,2021,3464.2886286745
BEN,2022,3588.32519938147
BEN,2023,3721.21254814808
BEN,2024,3901.32588494392
BEN,2025,4116.2151559488
BFA,1990,1107.85590454965
BFA,1991,1178.07704639063
BFA,1992,1152.04476095096
BFA,1993,1162.64923453351
BFA,1994,1148.60721370395
BFA,1995,1183.52861008084
BFA,1996,1280.69608533889
BFA,1997,1326.94230829963
BFA,1998,1385.09310679095
BFA,1999,1444.56690170414
BFA,2000,1428.57400617096
BFA,2001,1477.28491846525
BFA,2002,1494.67801269583
BFA,2003,1561.83310184915
BFA,2004,1581.25620933294
BFA,2005,1664.99543180023
BFA,2006,1714.76034904509
BFA,2007,1731.93046335077
BFA,2008,1779.32710911571
BFA,2009,1779.32305627973
BFA,2010,1873.97146230828
BFA,2011,1939.86659989406
BFA,2012,2003.6646118745
BFA,2013,2057.0639319853
BFA,2014,2083.19844698304
BFA,2015,2101.70266192027
BFA,2016,2162.72578977814
BFA,2017,2232.28781490944
BFA,2018,2316.39432079045
BFA,2019,2391.53626844484
BFA,2020,2380.93171826574
BFA,2021,2486.43093147762
BFA,2022,2469.19956941259
BFA,2023,2486.20669812871
BFA,2024,2548.50247702504
BFA,2025,2624.82858270803
BGD,1990,2069.78230100672
BGD,1991,2101.38366035658
BGD,1992,2174.38232866943
BGD,1993,2234.8101219225
BGD,1994,2279.09435302944
BGD,1995,2351.70387946903
BGD,1996,2413.54298201505
BGD,1997,2475.59574602489
BGD,1998,2555.06119218282
BGD,1999,2624.06553797638
BGD,2000,2712.93512215725
BGD,2001,2803.55471950946
BGD,2002,2866.43454328715
BGD,2003,2958.91503115633
BGD,2004,3071.83778764611
BGD,2005,3231.61370692891
BGD,2006,3407.4273502159
BGD,2007,3608.91543819399
BGD,2008,3787.9382761855
BGD,2009,3942.13631207203
BGD,2010,4125.46390163202
BGD,2011,4352.42643359325
BGD,2012,4592.04840919812
BGD,2013,4822.72621378266
BGD,2014,5068.63965672741
BGD,2015,5352.71133299566
BGD,2016,5682.53553494306
BGD,2017,6005.70718781048
BGD,2018,6392.59334024091
BGD,2019,6838.32611608243
BGD,2020,7015.19792797056
BGD,2021,7441.06913961254
BGD,2022,7888.16389098304
BGD,2023,8242.39798977242
BGD,2024,8486.78495660517
BGD,2025,8676.7557622508
BGR,1990,14954.1346607381
BGR,1991,13827.4797929492
BGR,1992,12960.3221276617
BGR,1993,12870.7386486833
BGR,1994,13149.3076944164
BGR,1995,13591.3431083214
BGR,1996,14372.7715114425
BGR,1997,12419.3797738056
BGR,1998,12976.2670026785
BGR,1999,11953.5983607318
BGR,2000,12563.8362285253
BGR,2001,13306.5044553959
BGR,2002,14397.001318192
BGR,2003,15271.4839489061
BGR,2004,16388.9600145841
BGR,2005,17678.0339712293
BGR,2006,19024.543813813
BGR,2007,20440.2525941501
BGR,2008,21845.954719527
BGR,2009,21251.2168646802
BGR,2010,21724.2863457596
BGR,2011,22321.033168819
BGR,2012,22618.8104278919
BGR,2013,22954.396399855
BGR,2014,23455.4830019277
BGR,2015,24562.648880929
BGR,2016,25636.7443903478
BGR,2017,26691.758001902
BGR,2018,27690.893655005
BGR,2019,29149.921509976
BGR,2020,28521.2062482596
BGR,2021,30958.9830238332
BGR,2022,32433.6587569626
BGR,2023,33073.6803093453
BGR,2024,34221.3866940362
BGR,2025,35325.5317883474
BHR,1990,41856.54450772
BHR,1991,47644.0234716882
BHR,1992,49511.9474019627
BHR,1993,54433.1375084971
BHR,1994,52886.5789027329
BHR,1995,53537.6828948177
BHR,1996,54289.4380390309
BHR,1997,54512.8551056888
BHR,1998,55638.6935860684
BHR,1999,56522.2261899823
BHR,2000,57968.9956082135
BHR,2001,57280.6986707494
BHR,2002,55096.6571550779
BHR,2003,54431.8763559658
BHR,2004,54045.092888858
BHR,2005,53478.2662415503
BHR,2006,52691.9323366851
BHR,2007,52731.7921672618
BHR,2008,52765.3899455546
BHR,2009,50665.7507489219
BHR,2010,50704.8479679819
BHR,2011,53132.3284162611
BHR,2012,54516.8406594787
BHR,2013,55376.4005147894
BHR,2014,55065.8189472129
BHR,2015,54149.9131524721
BHR,2016,54107.0752236423
BHR,2017,53859.7749589601
BHR,2018,54893.0724411368
BHR,2019,56749.9628370612
BHR,2020,53814.2452592358
BHR,2021,54954.6757895532
BHR,2022,57572.997981018
BHR,2023,57819.9051831242
BHR,2024,59060.1818363183
BHR,2025,60669.6307795772
BHS,1990,33072.1596125382
BHS,1991,31148.9052622825
BHS,1992,29412.8804985919
BHS,1993,28955.3510589021
BHS,1994,29346.3604837079
BHS,1995,30128.1935557246
BHS,1996,30907.8208035756
BHS,1997,30839.0247952491
BHS,1998,31836.5264901331
BHS,1999,33657.804588874
BHS,2000,34597.1621145274
BHS,2001,35072.3658990461
BHS,2002,35610.6786425646
BHS,2003,34740.7635535381
BHS,2004,34617.8051137459
BHS,2005,35365.4663980219
BHS,2006,35789.1322131898
BHS,2007,35797.118972073
BHS,2008,34498.0351399173
BHS,2009,32630.263065979
BHS,2010,32711.4592459383
BHS,2011,32535.6625139135
BHS,2012,33667.5547098911
BHS,2013,32402.9163503108
BHS,2014,32712.6356664811
BHS,2015,32777.5849410742
BHS,2016,32172.3365152976
BHS,2017,33050.0350128611
BHS,2018,33650.2164350935
BHS,2019,33202.4902105068
BHS,2020,26452.695760929
BHS,2021,31064.6822166194
BHS,2022,34342.9285316569
BHS,2023,35221.2696932313
BHS,2024,36244.0500123244
BIH,1990,2413.93822928526
BIH,1991,2183.52604942539
BIH,1992,2150.91074083366
BIH,1993,2281.88983603662
BIH,1994,2657.80295240973
BIH,1995,3090.37823581462
BIH,1996,4568.98265882687
BIH,1997,6020.96023732543
BIH,1998,6899.29705850819
BIH,1999,7481.30398935927
BIH,2000,7830.5018609252
BIH,2001,7982.5188539099
BIH,2002,8366.69155604844
BIH,2003,8709.95671578197
BIH,2004,9344.83015887193
BIH,2005,9814.46964102531
BIH,2006,10430.4119951847
BIH,2007,11178.6814832392
BIH,2008,11983.7199632138
BIH,2009,11826.6501351383
BIH,2010,12142.8616958168
BIH,2011,12487.6490566037
BIH,2012,12626.9263237753
BIH,2013,13135.7175053454
BIH,2014,13458.852576408
BIH,2015,14220.0900038037
BIH,2016,14873.6411107879
BIH,2017,15554.6587430766
BIH,2018,16348.9997145353
BIH,2019,17029.2971980343
BIH,2020,16747.0353918695
BIH,2021,18286.6614977175
BIH,2022,19298.117076437
BIH,2023,19804.9181465635
BIH,2024,20578.4995446816
BIH,2025,21178.2260059497
BLR,1990,12351.6357110065
BLR,1991,12197.7877887634
BLR,1992,11002.6017626136
BLR,1993,10143.9840118445
BLR,1994,8967.73072971831
BLR,1995,8061.19604112609
BLR,1996,8314.85656685025
BLR,1997,9301.32717519867
BLR,1998,10128.1560469563
BLR,1999,10519.7489145442
BLR,2000,11182.4548339393
BLR,2001,11771.0872003861
BLR,2002,12443.9322575939
BLR,2003,13413.9265504854
BLR,2004,15052.1182160947
BLR,2005,16579.8731683834
BLR,2006,18349.8719060634
BLR,2007,20019.6111676728
BLR,2008,22137.9472928315
BLR,2009,22236.8387691136
BLR,2010,24012.6133040213
BLR,2011,25404.7566082412
BLR,2012,25879.1319400701
BLR,2013,26147.6253584645
BLR,2014,26564.4347246547
BLR,2015,25513.2132958317
BLR,2016,24846.8301529359
BLR,2017,25503.9809845207
BLR,2018,26363.4629778536
BLR,2019,26798.8206398076
BLR,2020,26731.4953869922
BLR,2021,27611.1801135157
BLR,2022,26537.5083081674
BLR,2023,27782.4380139967
BLR,2024,29135.9465139232
BLR,2025,29666.2115719117
BLZ,1990,8251.61762539471
BLZ,1991,9028.07343837562
BLZ,1992,9967.77779283553
BLZ,1993,10366.8590598807
BLZ,1994,10146.3996755203
BLZ,1995,9967.84688088643
BLZ,1996,9782.64416029651
BLZ,1997,9862.26634546876
BLZ,1998,9894.59919785026
BLZ,1999,10460.6346102795
BLZ,2000,11363.6868781615
BLZ,2001,11567.0265720608
BLZ,2002,11828.1865744067
BLZ,2003,12589.2679378206
BLZ,2004,12807.1658774384
BLZ,2005,12714.9697390831
BLZ,2006,12912.5300233774
BLZ,2007,12973.2067214746
BLZ,2008,12415.6811300464
BLZ,2009,12033.9096816588
BLZ,2010,11913.6635959061
BLZ,2011,11641.7717375703
BLZ,2012,11843.4153404212
BLZ,2013,12064.797259406
BLZ,2014,12272.2957895446
BLZ,2015,12348.7944978311
BLZ,2016,12063.0600374093
BLZ,2017,11572.3007931461
BLZ,2018,11451.8979413877
BLZ,2019,11765.9748661176
BLZ,2020,10045.1404163746
BLZ,2021,11716.3267818656
BLZ,2022,12565.3645829576
BLZ,2023,12371.0086545348
BLZ,2024,12621.4081961897
BLZ,2025,12788.8423713826
BMU,1990,79750.8567680695
BMU,1991,76368.2742018138
BMU,1992,75769.902935257
BMU,1993,77506.7437396645
BMU,1994,77473.5756060332
BMU,1995,80430.6436481323
BMU,1996,82126.2573825069
BMU,1997,85384.4474553667
BMU,1998,88038.5381561316
BMU,1999,90294.3828538243
BMU,2000,98024.0788793146
BMU,2001,104565.263948121
BMU,2002,102564.108880562
BMU,2003,105647.446050466
BMU,2004,107807.760712997
BMU,2005,109340.012116084
